"","ORF","Long_description","haploids_SR7575_exp1","haploids_SR7575_exp2","avghaplo","rank1","rank2","Gene","SGTC_352","SGTC_513","SGTC_1789","CDC48_YDL126C_tsq209","CDC48_YDL126C_tsq208","RPN4_YDL020C","INO2_YDR123C","SRP101_YDR292C_damp","HAC1_YFL031W","OPI3_YJR073C","PGA3_YML125C_damp","UBC7_YMR022W","YNL181W_YNL181W_damp","4166_8_HOP_0148"
"2455","YJL194W","YJL194W CDC6 DAMP Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress",-0.13188675192129,0.416299890405311,0.14220656924201,1202,4550,"CDC6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456","YJL195C","YJL195C  DAMP Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL194W/CDC6",0.203512973258964,-0.158470686016418,0.022521143621273,3762,945,"YJL195C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457","YJL196C","YJL196C ELO1 DEL Elongase I, medium-chain acyl elongase; catalyzes carboxy-terminal elongation of unsaturated C12-C16 fatty acyl-CoAs to C16-C18 fatty acids; ELO1 has a paralog, FEN1, that arose from the whole genome duplication",0.00416081773506644,0.0532800391499508,0.0287204284425086,2258,2754,"ELO1",-0.464269058748097,-0.479266211515221,-0.148555138861824,0.03751,-0.020133,0.012238,0.023793,0.014026,-0.009394,NA,-0.00376,0.011479,0.009399,0.0228836955596569
"2458","YJL197W","YJL197W UBP12 DEL Ubiquitin-specific protease; cleaves ubiquitin from ubiquitinated proteins; present in the nucleus and cytoplasm",-0.491602915777993,-0.272217647925783,-0.381910281851888,343,547,"UBP12",1.00747570511001,1.11317117327338,-0.397764577456833,-0.04855,-0.035821,-0.02818,-0.058081,-0.218188,0.013684,-0.068248,-0.099559,-0.019821,-0.045177,-3.4284313876908
"2459","YJL198W","YJL198W PHO90 DEL Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog, PHO87, that arose from the whole genome duplication",-0.116768430750068,0.0325052579932037,-0.0421315863784321,1303,2545,"PHO90",0.276951052575814,-0.114711551448155,-0.73845409962583,0.018055,-0.05581,-0.028458,-0.014113,-0.043146,0.035737,NA,-0.063771,0.00217,-0.00529,-0.340619307834293
"2460","YJL199C","YJL199C MBB1 DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; protein detected in large-scale protein-protein interaction studies",0.0737421591778028,0.151388662277643,0.112565410727723,2815,3555,"MBB1",0.573157658111576,0.586631589318466,0.847484153698472,-0.007677,0.028638,-0.015909,-0.004905,-0.02854,0.032814,NA,-0.033235,0.038853,0.040177,0.0121088047162049
"2461","YJL200C","YJL200C ACO2 DEL Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol",0.00417676796482391,-0.012809293957396,-0.00431626299628605,2259,2065,"ACO2",-0.173471784404927,0.0647992837105425,0.352792519512125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06328243888046
"2462","YJL201W","YJL201W ECM25 DEL Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p",0.099846315918034,0.0388352787122227,0.0693407973151283,3031,2612,"ECM25",0.814903126624704,0.310311131522722,-0.443110506881086,-0.057943,-0.014914,0.008394,0.106452,0.034183,0.034817,NA,-0.036945,-0.096655,0.012621,NA
"2463","YJL203W","YJL203W PRP21 DAMP Subunit of the SF3a splicing factor complex; required for spliceosome assembly",0.0123050607089313,-0.00177608194695335,0.00526448938098898,2311,2168,"PRP21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464","YJL205C","YJL205C NCE101 DEL Protein of unknown function; involved in secretion of proteins that lack classical secretory signal sequences",-0.27658431933604,-0.401423838130484,-0.339004078733262,636,350,"NCE101",0.716436184563247,3.09705260906793,-0.842554634954481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465","YJL206C","YJL206C  DEL Putative protein of unknown function; similar to transcriptional regulators from the Zn[2]-Cys[6] binuclear cluster protein family; mRNA is weakly cell cycle regulated, peaking in S phase; induced rapidly upon MMS treatment",-0.0748243180150986,-0.103646878243865,-0.0892355981294818,1597,1285,"YJL206C",0.355620601222224,-3.5817378641899,-0.884244447085769,0.009773,-0.062583,-0.00077,0.052576,-0.008407,-0.003269,NA,-0.059003,0.03712,0.08362,1.17847805058122
"2466","YJL207C","YJL207C LAA1 DEL AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene",-0.259299447083816,-0.378865062776982,-0.319082254930399,681,375,"LAA1",-0.496208163380215,3.35674135863272,-0.212470977459798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.832892185768959
"2467","YJL208C","YJL208C NUC1 DEL Major mitochondrial nuclease; has RNAse and DNA endo- and exonucleolytic activities; roles in mitochondrial recombination, apoptosis and maintenance of polyploidy; involved in fragmentation of genomic DNA during PND (programmed nuclear destruction); encodes ortholog of mammalian endoG",0.216855961970207,0.02443016638161,0.120643064175909,3837,2461,"NUC1",0.281596649250114,1.94288285736127,-0.657327536624495,0.01938,-0.014091,-0.050183,0.013218,0.008708,-0.009418,0.006886,0.048553,-0.044972,-0.020747,0.0867231665976052
"2468","YJL209W","YJL209W CBP1 DEL Mitochondrial protein, regulator of COB mRNA stability and translation; interacts with the 5'-untranslated region of the COB mRNA; found in a complex at the inner membrane along with Pet309p; localizes to mitochondrial foci upon DNA replication stress",0.114576724887836,0.166602257352347,0.140589491120092,3153,3653,"CBP1",0.115605820269287,0.851489616579503,0.285670265095152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22869038700884
"2469","YJL210W","YJL210W PEX2 DEL RING-finger peroxin and E3 ubiquitin ligase; peroxisomal membrane protein with a C-terminal zinc-binding RING domain, forms translocation subcomplex with Pex10p and Pex12p which functions in peroxisomal matrix protein import",-0.315841559383474,0.0288954270671467,-0.143473066158164,540,2506,"PEX2",0.901166860344725,-0.447948153246336,0.126170971985111,0.027699,-0.033617,0.092789,0.033616,0.114604,-0.064182,-0.119228,0.043853,0.042916,-0.075126,0.00256434481176563
"2470","YJL211C","YJL211C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL210W/PEX2",-0.04369113211653,-0.110292894763515,-0.0769920134400225,1861,1239,"YJL211C",-1.11125957666319,0.896763660257256,1.74450176948878,0.057155,0.020979,0.031753,0.045163,0.075713,-0.064262,-0.211574,0.018568,0.010257,-0.065595,-1.1970478877896
"2471","YJL212C","YJL212C OPT1 DEL Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family",-0.0330003593894308,0.115662518337943,0.0413310794742561,1952,3288,"OPT1",-0.103736682519669,-0.660368998125694,-0.98574688288511,0.020127,0.007072,0.034871,0.036452,-0.056529,-0.047428,0.138607,-0.004962,-0.011188,0.011493,-0.284782717896353
"2472","YJL213W","YJL213W  DEL Protein of unknown function that may interact with ribosomes; periodically expressed during the yeast metabolic cycle; phosphorylated in vitro by the mitotic exit network (MEN) kinase complex, Dbf2p/Mob1p",-0.109893977786,-0.192225732744574,-0.151059855265287,1346,780,"YJL213W",-1.04839421704923,0.882187064458822,-0.674617862202701,-0.012411,-0.035532,-0.001206,-0.02568,0.029272,0.00356,0.116569,0.022683,0.018205,-0.004173,0.0234217074352902
"2473","YJL214W","YJL214W HXT8 DEL Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose",0.0440295380609009,-0.42450241643666,-0.19023643918788,2568,330,"HXT8",0.0956184454774945,-0.49193782520624,-0.15701498229437,0.016573,0.058082,-0.029303,-0.003244,0.003243,0.002441,-0.053714,0.014959,0.013504,0.052658,0.14985806312465
"2474","YJL215C","YJL215C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",-0.130918858703462,0.0905994989483935,-0.0201596798775343,1212,3082,"YJL215C",0.233154680079968,-0.601359922538896,-0.347655937029048,-0.002197,0.030897,0.007605,0.006849,0.02034,0.021333,0.102554,-0.018428,0.010742,0.011387,1.56138339407041
"2475","YJL216C","YJL216C IMA5 DEL Alpha-glucosidase; specificity for isomaltose, maltose, and palatinose, but not alpha-methylglucoside; member of the IMA isomaltase family; not required for isomaltose utilization, but Ima5p overexpression allows the ima1 null mutant to grow on isomaltose",0.0460859755822244,-0.248439199906396,-0.101176612162086,2586,599,"IMA5",0.746842552323762,0.148389302384747,-1.05708931232772,-0.035077,0.015133,0.002575,-0.018559,-0.007258,0.000826,-0.032833,-0.040156,0.026231,-0.002212,0.652927046327031
"2476","YJL217W","YJL217W REE1 DEL Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle",-0.0700692080155075,-0.0434853406064649,-0.0567772743109862,1648,1780,"REE1",0.211276933324008,0.116618166059176,-1.01747176452594,-0.05385,0.00585,0.036215,-0.022533,0.023044,0.040691,-0.013158,-0.017503,-0.035939,-0.152189,-0.879606648311203
"2477","YJL218W","YJL218W  DEL Putative acetyltransferase; similar to bacterial galactoside O-acetyltransferases; induced by oleate in an OAF1/PIP2-dependent manner; promoter contains an oleate response element consensus sequence; non-essential gene",-0.491849824295102,-0.137997182308016,-0.314923503301559,342,1069,"YJL218W",0.749030082179273,-0.682418957506136,-0.387143271774219,0.010935,0.047995,0.003524,0.022602,-0.039387,0.075759,-0.061778,-0.006663,-0.011566,0.007761,-0.0109597809221451
"2478","YJR001W","YJR001W AVT1 DEL Vacuolar transporter; imports large neutral amino acids into the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters",-0.0284892116464987,0.0814428346760189,0.0264768115147601,1985,3001,"AVT1",0.0798220606486197,-0.558941981995446,-1.08065508925064,-0.008098,0.008292,-0.007238,-0.043844,-0.001693,0.007592,NA,0.029972,0.027648,-0.011417,-1.93506343485998
"2479","YJR002W","YJR002W MPP10 DAMP Component of the SSU processome and 90S preribosome; required for pre-18S rRNA processing, interacts with and controls the stability of Imp3p and Imp4p, essential for viability; similar to human Mpp10p",0.364712249129874,0.267067955852471,0.315890102491172,4340,4146,"MPP10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2480","YJR003C","YJR003C  DEL Putative protein of unknown function; detected in highly purified mitochondria in high-throughput studies; predicted to be involved in ribosome biogenesis",0.0649873607156981,0.111690580071152,0.0883389703934251,2744,3260,"YJR003C",1.37606201731073,-0.185331723554337,-1.46523153016966,-0.010775,-0.002427,-0.022019,0.015614,-0.022624,0.010381,NA,-0.015619,-0.002654,-0.011506,-0.293699893566472
"2481","YJR004C","YJR004C SAG1 DEL Alpha-agglutinin of alpha-cells; binds to Aga1p during agglutination, N-terminal half is homologous to the immunoglobulin superfamily and contains binding site for a-agglutinin, C-terminal half is highly glycosylated and contains GPI anchor",-0.0146138196750278,-0.0494249795544748,-0.0320193996147513,2103,1723,"SAG1",-1.84539951894875,-1.87439223576539,-1.16281517734386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.651012353681804
"2482","YJR005W","YJR005W APL1 DEL Beta-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport; similar to mammalian beta-chain of the clathrin associated protein complex",0.0853503488144059,0.025013799926527,0.0551820743704664,2921,2468,"APL1",0.473935054373008,0.670756680662531,0.539903479563391,-0.028833,0.042672,-0.009661,0.007209,-0.014277,0.051503,NA,-0.001885,0.023439,-0.020243,0.820565466137533
"2483","YJR006W","YJR006W POL31 DAMP Subunit of DNA polymerase delta (polymerase III); essential for cell viability; involved in DNA replication and DNA repair; relocalizes to the cytosol in response to hypoxia",-0.120866919782005,-0.0250544123854088,-0.0729606660837069,1280,1940,"POL31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172283199195514
"2484","YJR007W","YJR007W SUI2 DAMP Alpha subunit of the translation initiation factor eIF2; eIF2 is involved in identification of the start codon; phosphorylation of Ser51 is required for regulation of translation by inhibiting the exchange of GDP for GTP; protein abundance increases in response to DNA replication stress",0.372022477078017,0.335032810170556,0.353527643624286,4352,4361,"SUI2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2485","YJR008W","YJR008W MHO1 DEL Protein of unknown function; inhibits haploid invasive growth when overexpressed; synthetically lethal with phospholipase C (PLC1); expression induced by mild heat-stress on a non-fermentable carbon source, upon entry into stationary phase and upon nitrogen deprivation; repressed by inosine and choline in an Opi1p-dependent manner; highly conserved from bacteria to human; Memo, the human homolog, is an ErbB2 interacting protein with an essential function in cell motility",0.242020613349545,0.103972445099234,0.17299652922439,3953,3196,"MHO1",1.46643707963025,-1.07004131346946,0,0.015189,-0.016292,-0.04666,0.004353,0.001139,0.002122,NA,-0.000945,0.008875,0.018877,0.00684333570599681
"2486","YJR009C","YJR009C TDH2 DEL Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2; involved in glycolysis and gluconeogenesis; tetramer that catalyzes reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides are active against a wide variety of wine-related yeasts and bateria; TDH2 has a paralog, TDH3, that arose from the whole genome duplication",-0.174662578941932,-0.0293414445925272,-0.10200201176723,968,1905,"TDH2",0.452163462705681,-3.16442705433278,0.602033051710424,0.016956,0.044032,0.012256,-0.002103,-0.049493,-0.028827,NA,-0.002075,-0.000951,-0.010977,0.0304063110097993
"2487","YJR010W","YJR010W MET3 DEL ATP sulfurylase; catalyzes the primary step of intracellular sulfate activation, essential for assimilatory reduction of sulfate to sulfide, involved in methionine metabolism",0.101293220572965,0.0201372779460349,0.0607152492594999,3047,2411,"MET3",-0.443762754472514,-0.930227287286973,0.333292034284478,0.029932,-0.036279,0.014126,0.000166,0.031137,-0.010815,NA,0.00889,0.002192,0.009102,-0.161269106848309
"2488","YJR011C","YJR011C  DEL Putative protein of unknown function; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS",-0.446677393492581,-0.409011823038542,-0.427844608265561,377,341,"YJR011C",-0.271211981623314,-1.04352250166294,0.91910560338187,0.006316,0.058957,0.02211,-0.026391,0.043321,-0.009914,NA,-0.020053,0.023414,0.026867,0.280780157059909
"2489","YJR015W","YJR015W  DEL Putative protein of unknown function; localizes to endoplasmic reticulum and cytoplasm; predicted to encode a membrane transporter based on phylogenetic analysis; not an essential gene; YJR015W has a paralog, SNG1, that arose from the whole genome duplication",-0.236421357869199,-0.2342025182888,-0.235311938078999,743,632,"YJR015W",-1.79713732089197,-0.561758543731589,0.659724422069241,0.005519,-0.033358,-0.013484,0.020901,-0.061895,-0.001736,NA,-0.004278,-0.061344,-0.016901,0.0421351163822085
